sequence	start_position_windows	nb_GC	nb_ACGT	nb_MRWSYK	nb_N	GCrate	Nrate	MRWSYKrate
Sc0000000	2112432	0	5713775	157821	0.369708642709942	0.026878722582412	0
Sc0000001	1950589	0	5433553	150323	0.358989596678269	0.0269209058367342	0
Sc0000002	1676170	0	4566198	151923	0.367082198362839	0.0321998948310143	0
Sc0000003	1530168	0	4301687	134645	0.355713467762764	0.0303505238111124	0
Sc0000004	1512804	0	4249943	109766	0.355958656386686	0.0251773684895024	0
Sc0000005	1416416	0	3985857	99328	0.355360465766835	0.0243141987449773	0
Sc0000006	1403433	0	3951444	98124	0.355169654435189	0.0242307327596425	0
Sc0000007	1323706	0	3757877	107291	0.35224835725065	0.0277584311988509	0
Sc0000008	1309249	0	3739935	72260	0.350072661690644	0.0189549590196724	0
Sc0000009	1289895	0	3602153	103257	0.358090008947427	0.0278665518795491	0
Sc0000010	1245217	0	3564950	97455	0.34929438000533	0.0266095639340816	0
Sc0000011	1275934	0	3566844	86393	0.357720718932479	0.0236483425520983	0
Sc0000012	1286022	0	3554039	72318	0.361848026991263	0.0199423277961877	0
Sc0000013	1276856	0	3473628	78491	0.367585705780815	0.0220969511438102	0
Sc0000014	1207817	0	3369819	116478	0.358421921177369	0.0334102344120423	0
Sc0000015	1172382	0	3355242	85155	0.349418015153601	0.0247515039688734	0
Sc0000016	1186525	0	3327073	101474	0.356627281697757	0.0295967942104921	0
Sc0000017	1170905	0	3293282	81423	0.355543497337914	0.0241274422505078	0
Sc0000018	1098350	0	3130773	89466	0.350823901956482	0.0277824099391381	0
Sc0000019	1052943	0	3030434	73763	0.347456172944205	0.0237623449800383	0
Sc0000020	1092427	0	2991019	53771	0.365235727355794	0.0176600028244969	0
Sc0000021	1036537	0	2904673	80991	0.356851528554161	0.0271266291183469	0
Sc0000022	1014169	0	2901589	66783	0.349521934360793	0.0224981909275522	0
Sc0000023	992199	0	2833682	114084	0.350144793946533	0.0387018508253369	0
Sc0000024	1008438	0	2873796	70021	0.350907997644927	0.0237857855974064	0
Sc0000025	1009184	0	2836693	72954	0.355760739706412	0.0250731446117003	0
Sc0000026	1020068	0	2843600	62418	0.358724152482768	0.0214788759051045	0
Sc0000027	962654	0	2751857	61123	0.349819776245641	0.0217289138209301	0
Sc0000028	968763	0	2739736	65499	0.353597207906163	0.0233488459968594	0
Sc0000029	988233	0	2734895	67632	0.361342208750245	0.0241325061275056	0
Sc0000030	973034	0	2708041	93461	0.359312875986737	0.0333610327602836	0
Sc0000031	979653	0	2726001	58660	0.359373675945093	0.0210654007794845	0
Sc0000032	964360	0	2701518	63066	0.356969674086939	0.0228121120573656	0
Sc0000033	954483	0	2689133	66518	0.354940793185015	0.024138760677604	0
Sc0000034	939798	0	2627923	103850	0.357620067254634	0.0380156037855268	0
Sc0000035	962082	0	2656498	64797	0.362161763344072	0.0238110899406349	0
Sc0000036	950640	0	2600705	104218	0.365531653916919	0.0385290080346095	0
Sc0000037	945068	0	2647294	48295	0.35699397195778	0.0179163069740973	0
Sc0000038	929328	0	2608484	73859	0.356271305478584	0.0275352555582936	0
Sc0000039	911416	0	2571763	72477	0.354393464716617	0.0274093879526821	0
Sc0000040	917911	0	2556393	52321	0.359064901210416	0.020056242271096	0
Sc0000041	884776	0	2491815	75175	0.355072908703094	0.0292852718553637	0
Sc0000042	855573	0	2437926	94503	0.350942973658757	0.0373171370253618	0
Sc0000043	859199	0	2416794	93517	0.35551188889082	0.0372531530953734	0
Sc0000044	898408	0	2432355	75853	0.369357268984174	0.0302419097618698	0
Sc0000045	856906	0	2392126	102649	0.358219424896515	0.0411455942920704	0
Sc0000046	851527	0	2421100	69284	0.351710792614927	0.027820609191193	0
Sc0000047	849214	0	2437034	37827	0.348462105986211	0.0152844947655646	0
Sc0000048	830544	0	2365726	64804	0.351073623910799	0.0266624974799735	0
Sc0000049	830511	0	2339488	75747	0.354996905305776	0.0313621655863715	0
Sc0000050	815086	0	2336162	50654	0.348899605421199	0.0212224151338017	0
Sc0000051	802858	0	2292091	57954	0.350273178508183	0.0246608043675759	0
Sc0000052	805967	0	2280261	67515	0.353453837082685	0.0287570023716061	0
Sc0000053	797028	0	2266267	59634	0.351692011576747	0.0256390964189791	0
Sc0000054	796138	0	2208000	85612	0.360569746376812	0.0373262783766391	0
Sc0000055	803622	0	2226352	65601	0.360959093620416	0.028622314680973	0
Sc0000056	783995	0	2220212	46215	0.353117179800848	0.020391126650009	0
Sc0000057	780700	0	2196648	65414	0.35540514456572	0.0289178634361039	0
Sc0000058	777156	0	2197585	53137	0.353640928564765	0.0236088686208248	0
Sc0000059	780189	0	2175225	74100	0.358670482363893	0.0329432162982228	0
Sc0000060	768595	0	2176075	51379	0.353202440173248	0.0230662451390691	0
Sc0000061	804532	0	2166570	58497	0.371339028972062	0.026289994863076	0
Sc0000062	779861	0	2186340	35012	0.356697037057365	0.0157615722316859	0
Sc0000063	770675	0	2163507	46452	0.356215625833427	0.0210193944774541	0
Sc0000064	766952	0	2158513	45968	0.35531497841338	0.0208520735719655	0
Sc0000065	744592	0	2073996	94612	0.35901322856939	0.0436279862473993	0
Sc0000066	741401	0	2104759	40039	0.352249830028046	0.0186679584744111	0
Sc0000067	747996	0	2088318	55025	0.35818108161688	0.0256725125189949	0
Sc0000068	759541	0	2116582	23958	0.358852621821408	0.0111925028263896	0
Sc0000069	740929	0	2068001	53853	0.358282708760779	0.0253801628198736	0
Sc0000070	708912	0	2064319	57282	0.343412040484053	0.0269994216631685	0
Sc0000071	728714	0	2047801	69158	0.355851960224651	0.0326685590037407	0
Sc0000072	715395	0	2013909	75832	0.355227073318606	0.0362877504915681	0
Sc0000073	708691	0	1990914	83673	0.355962638265641	0.0403323649478185	0
Sc0000074	699546	0	2005125	54710	0.34887899756873	0.026560379836249	0
Sc0000075	701647	0	2005371	53963	0.34988388682194	0.0262041028798631	0
Sc0000076	724171	0	1984720	57210	0.364873130718691	0.028017610789792	0
Sc0000077	697864	0	2004957	31978	0.348069310214633	0.0156990772901443	0
Sc0000078	711170	0	1956196	57985	0.363547415494153	0.0287883760198314	0
Sc0000079	696036	0	1932050	76475	0.360257757304418	0.0380752044410699	0
Sc0000080	686543	0	1920573	72970	0.357467797370889	0.0366031733451448	0
Sc0000081	673470	0	1922484	55658	0.350312408321734	0.028136503850583	0
Sc0000082	684056	0	1898798	70222	0.360257383881803	0.035663426476115	0
Sc0000083	684638	0	1905882	57623	0.359223708498218	0.0293470095568893	0
Sc0000084	674155	0	1894052	68769	0.355932677666717	0.0350357979662944	0
Sc0000085	667104	0	1903553	57320	0.350452023137785	0.0292318778421652	0
Sc0000086	698872	0	1921056	27883	0.363795745673213	0.0143067587030687	0
Sc0000087	688311	0	1895048	45909	0.363215601926706	0.0236527651050487	0
Sc0000088	678348	0	1880353	54729	0.360755666622171	0.0282825223943998	0
Sc0000089	665778	0	1879363	55706	0.354257266956942	0.0287876039562414	0
Sc0000090	660301	0	1874982	34401	0.352163914106909	0.0180168148558985	0
Sc0000091	660179	0	1846568	55568	0.35751675540787	0.0292134736948357	0
Sc0000092	673414	0	1857801	38273	0.362479081451673	0.0201853936080554	0
Sc0000093	675652	0	1847051	47655	0.365800402912535	0.0251516594131227	0
Sc0000094	653053	0	1841276	45840	0.354674149883016	0.0242910345733914	0
Sc0000095	652107	0	1839115	46188	0.354576521859699	0.0244989797395962	0
Sc0000096	629419	0	1813493	65665	0.347075505667791	0.0349438418696033	0
Sc0000097	647281	0	1815495	60844	0.356531414297478	0.0324269761487663	0
Sc0000098	660811	0	1830218	39542	0.361055896073583	0.0211481687489303	0
Sc0000099	633197	0	1821252	46495	0.347671272289612	0.0248936285267758	0
Sc0000100	655283	0	1812219	41189	0.361591507428186	0.022223385244911	0
Sc0000101	623722	0	1774409	70333	0.351509713938556	0.038126198677105	0
